tripli;clave;agente;cliente;idcliente;cuit;pais_codigo;vendedor;pais_procedencia;numero_guia;numero_house;Mode de embarque;Fecha de llegada;Fecha de entrada aduana;nrodespacho;Fecha liberación en la Aduana;Fecha de liberación en otros Organos de Gobierno;Partida Arancelaria utilizada en la importación;Moneda;Otras tajas (IVA, VAT, o otros cobrados em el país);Valor sujeto a impuesto (valor CIF) para esta línea de partida arancelaria;País de fabricación de los productos;Participa de algun programa de Libre Comercio? Caso positivo indicar cual tratado y que SKU tienen benefício;SKU;CountryOfOrigin;ExportCountry
908295;90829583266                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;218,4;                                                  ;                               ;83266                                                                                               ;  ;US
908295;90829583268                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;54,6;                                                  ;                               ;83268                                                                                               ;  ;US
908295;90829583270                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;218,4;                                                  ;                               ;83270                                                                                               ;  ;US
908295;90829583271                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;218,4;                                                  ;                               ;83271                                                                                               ;  ;US
908295;90829583272                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;491,4;                                                  ;                               ;83272                                                                                               ;  ;US
908295;90829583273                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;109,2;                                                  ;                               ;83273                                                                                               ;  ;US
908295;90829583274                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;163,8;                                                  ;                               ;83274                                                                                               ;  ;US
908295;90829583277                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;327,6;                                                  ;                               ;83277                                                                                               ;  ;US
908295;90829583280                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;54,6;                                                  ;                               ;83280                                                                                               ;  ;US
908295;90829583281                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;109,2;                                                  ;                               ;83281                                                                                               ;  ;US
908295;90829583282                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;546,0;                                                  ;                               ;83282                                                                                               ;  ;US
908295;90829583283                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;163,8;                                                  ;                               ;83283                                                                                               ;  ;US
908295;90829583284                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;109,2;                                                  ;                               ;83284                                                                                               ;  ;US
908295;90829583287                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;54,6;                                                  ;                               ;83287                                                                                               ;  ;US
908295;90829583291                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;273,0;                                                  ;                               ;83291                                                                                               ;  ;US
908295;90829583292                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;54,6;                                                  ;                               ;83292                                                                                               ;  ;US
908295;90829583293                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;218,4;                                                  ;                               ;83293                                                                                               ;  ;US
908295;90829583294                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;163,8;                                                  ;                               ;83294                                                                                               ;  ;US
908295;90829583295                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;218,4;                                                  ;                               ;83295                                                                                               ;  ;US
908295;90829583297                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;54,6;                                                  ;                               ;83297                                                                                               ;  ;US
908295;90829583298                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;273,0;                                                  ;                               ;83298                                                                                               ;  ;US
908295;90829583299                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;382,2;                                                  ;                               ;83299                                                                                               ;  ;US
908295;90829583300                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;109,2;                                                  ;                               ;83300                                                                                               ;  ;US
908295;90829583305                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;54,6;                                                  ;                               ;83305                                                                                               ;  ;US
908295;90829583307                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;109,2;                                                  ;                               ;83307                                                                                               ;  ;US
908295;90829583308                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;218,4;                                                  ;                               ;83308                                                                                               ;  ;US
908295;90829583309                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;436,8;                                                  ;                               ;83309                                                                                               ;  ;US
908295;90829583310                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;54,6;                                                  ;                               ;83310                                                                                               ;  ;US
908295;90829583312                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;163,8;                                                  ;                               ;83312                                                                                               ;  ;US
908295;90829583315                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;54,6;                                                  ;                               ;83315                                                                                               ;  ;US
908295;90829583318                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;218,4;                                                  ;                               ;83318                                                                                               ;  ;US
908295;90829583319                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;54,6;                                                  ;                               ;83319                                                                                               ;  ;US
908295;90829583320                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;218,4;                                                  ;                               ;83320                                                                                               ;  ;US
908295;90829583321                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;163,8;                                                  ;                               ;83321                                                                                               ;  ;US
908295;90829583322                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;54,6;                                                  ;                               ;83322                                                                                               ;  ;US
908295;90829583324                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;109,2;                                                  ;                               ;83324                                                                                               ;  ;US
908295;90829583325                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;163,8;                                                  ;                               ;83325                                                                                               ;  ;US
908295;90829583326                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;109,2;                                                  ;                               ;83326                                                                                               ;  ;US
908295;90829583331                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;54,6;                                                  ;                               ;83331                                                                                               ;  ;US
908295;90829583334                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;273,0;                                                  ;                               ;83334                                                                                               ;  ;US
908295;90829583335                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;54,6;                                                  ;                               ;83335                                                                                               ;  ;US
908295;90829583336                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;218,4;                                                  ;                               ;83336                                                                                               ;  ;US
908295;90829583337                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;273,0;                                                  ;                               ;83337                                                                                               ;  ;US
908295;90829583338                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;218,4;                                                  ;                               ;83338                                                                                               ;  ;US
908295;90829583345                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;273,0;                                                  ;                               ;83345                                                                                               ;  ;US
908295;90829583346                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;218,4;                                                  ;                               ;83346                                                                                               ;  ;US
908295;90829583349                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;109,2;                                                  ;                               ;83349                                                                                               ;  ;US
908295;90829583350                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;109,2;                                                  ;                               ;83350                                                                                               ;  ;US
908295;90829583351                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;109,2;                                                  ;                               ;83351                                                                                               ;  ;US
908295;90829583352                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;382,2;                                                  ;                               ;83352                                                                                               ;  ;US
908295;90829583353                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;109,2;                                                  ;                               ;83353                                                                                               ;  ;US
908295;90829583354                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;109,2;                                                  ;                               ;83354                                                                                               ;  ;US
908295;90829583355                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;109,2;                                                  ;                               ;83355                                                                                               ;  ;US
908295;90829583356                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;54,6;                                                  ;                               ;83356                                                                                               ;  ;US
908295;90829583357                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;54,6;                                                  ;                               ;83357                                                                                               ;  ;US
908295;90829583359                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;163,8;                                                  ;                               ;83359                                                                                               ;  ;US
908295;90829583362                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;491,4;                                                  ;                               ;83362                                                                                               ;  ;US
908295;90829583363                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;218,4;                                                  ;                               ;83363                                                                                               ;  ;US
908295;90829583364                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;163,8;                                                  ;                               ;83364                                                                                               ;  ;US
908295;90829583367                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;109,2;                                                  ;                               ;83367                                                                                               ;  ;US
908295;90829583370                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;109,2;                                                  ;                               ;83370                                                                                               ;  ;US
908295;90829583371                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;163,8;                                                  ;                               ;83371                                                                                               ;  ;US
908295;90829583372                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;54,6;                                                  ;                               ;83372                                                                                               ;  ;US
908295;90829583373                                                                                                   ;RUGGERO VACCARI Y ASOC SA;JOHNSON Y JOHNSON DE ARGENTINA SA COM E           ;1521;30500572309.0;AR;VISTAKON JOHNSON & JOHNSON VISAKON                                                                  ;ESTADOS UNIDOS                                    ;;5351981965         ;AEREO                                             ;12/08/2019;12/08/2019;19073IC04114076C;          ;;90013000000P   ;PES;;218,4;                                                  ;                               ;83373                                                                                               ;  ;US
